순번,회사명,생산품,업종명,대표주소,전화번호,팩스번호,데이터기준일자,실측점검,품질점검
729,(주)스틸코리아,금속조립구조재,구조용 금속 판제품 및 공작물 제조업 외 1 종,"인천광역시 서구 북항로207번길 71, 4동 (원창동)",02-587-8080,02-587-8181,2021-06-30,,
730,(주)승부,수전금구,도금업 외 1 종,"인천광역시 서구 가람로 14, 5층 인천표면처리센터 코아텍 516호 (오류동)",032-822-7825,032-822-7827,2021-06-30,,
731,(주)승일 인천사업장,금속포장용기,금속 캔 및 기타 포장용기 제조업,인천광역시 서구 가재울로54번길 36 (가좌동),032-270-1713,032-862-0247,2021-06-30,,
732,(주)승훈단열,파이프 등,"알루미늄 압연, 압출 및 연신제품 제조업","인천광역시 서구 가좌로29번길 14, 가좌동 539-16, 주안 뷰티&테크노센터 407호 (가좌동)",070-8804-6285,,2021-06-30,,
733,(주)시스콘,자율주행로봇,산업용 로봇 제조업,"인천광역시 서구 로봇랜드로 155-30, 로봇R&D센터 4층 (청라동)",032-237-8232,032-237-8233,2021-06-30,,
734,(주)시스콘,자율주행로봇,산업용 로봇 제조업,인천광역시 서구 정서진5로 10 (오류동) 1층 5호,032-237-8232,0505-911-8233,2021-06-30,,
735,(주)시에스공업,"스텐, 코너비드",일반철물 제조업,인천광역시 서구 검단로 48 (오류동),070-8888-5888,032-361-5008,2021-06-30,,
736,(주)시온오토텍,포장기계,절삭가공 및 유사처리업,인천광역시 서구 도담2로 6 (오류동),032-681-5492,032-676-1584,2021-06-30,,
737,(주)시트론정보통신,"CCTV,방송장비 ",방송장비 제조업 외 4 종,"인천광역시 서구 가남로 61, A동 2층 211 (가좌동, 토지산업2차 지식산업센터)",032-866-9911,032-866-5530,2021-06-30,,
738,(주)신강전기,전동기모타,전동기 및 발전기 제조업 외 2 종,"인천광역시 서구 원전로48번길 27 (경서동, A동)",032-561-8000,032-561-8309,2021-06-30,,
739,(주)신강정공,운반하역기계,기타 물품 취급장비 제조업,인천광역시 서구 사렴로32번길 5 (경서동),032-562-3127,032-562-3128,2021-06-30,,
740,(주)신광엔지니어링,"쇼케이스부품, 자동판매기부품",산업용 냉장 및 냉동 장비 제조업,"인천광역시 서구 마중5로 32, 검단일반산업단지내 14-3 (오류동)",032-564-2591,032-564-9510,2021-06-30,,
741,(주)신디뷰티코리아,속눈썹,가발 및 유사 제품 제조업,"인천광역시 서구 보듬로 158, 5층 검단지식산업센터 블루텍 530호 (오류동)",032-220-5530,032-220-6530,2021-06-30,,
742,(주)신선식품,"육수,육가공, 김치",육류 기타 가공 및 저장처리업 (가금류 제외) 외 2 종,인천광역시 서구 오류동 1654번지,032-568-2511,032-568-2513,2021-06-30,,
743,(주)신선에프앤비,"육수,육가공",육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,인천광역시 서구 검단로 107 (오류동),032-565-0551,032-565-0552,2021-06-30,,
744,(주)신성금속산업,"알류미늄주물 제련,정련",알루미늄주물 주조업 외 1 종,인천광역시 서구 오류동 00번지 검단일반산업단지내 3-4,032-933-4031,032-933-4033,2021-06-30,,
745,(주)신성기전,산업용전기기기,배전반 및 전기 자동제어반 제조업,"인천광역시 서구 백범로 709 (가좌동, (주)신성기전)",032-584-0435,032-584-0438,2021-06-30,,
746,(주)신성단조공업,자동차 부품,금속 단조제품 제조업,인천광역시 서구 가재울로32번길 32 (가좌동),032-578-0081,032-581-9055,2021-06-30,,
747,(주)신성싸인,간판,전시 및 광고용 조명장치 제조업 외 1 종,인천광역시 서구 대곡로368번길 52 (대곡동),031-986-2111,031-986-2335,2021-06-30,,
748,(주)신성에스지,"인쇄회로기판, 식기세척기(초음파)",경성 인쇄회로기판 제조업 외 1 종,인천광역시 서구 봉수대로501번길 52 (원창동),032-583-0236,032-583-0237,2021-06-30,,
749,(주)신성엔지니어링,자동구멍가공및태핑기,금속 절삭기계 제조업,인천광역시 서구 중봉대로376번길 22 (원창동),032-577-2412,032-577-2414,2021-06-30,,
750,(주)신성이엔지,자동포장기계 및 부속,"용기 세척, 포장 및 충전기 제조업","인천광역시 서구 백범로910번길 26, 3동 1층, 2층 (가좌동)",032-579-4008,032-579-3552,2021-06-30,,
751,(주)신안피앤티,"목상장, 목재",일반 제재업 외 2 종,인천광역시 서구 마중로 117 (오류동) 외 1필지,032-569-2453,032-574-2440,2021-06-30,,
752,(주)신안합성,"PE, 블럭폼",기타 플라스틱 발포 성형제품 제조업,인천광역시 서구 마중로 39 (오류동) 외 2필지,032-562-6011,032-562-6774,2021-06-30,,
753,(주)신영메탈,크랙방지망 세트,그 외 기타 금속가공업,"인천광역시 서구 봉수대로 1336-21, 나동 (왕길동)",032-564-4055,032-564-8033,2021-06-30,,
754,(주)신영스텐,스텐레스 주방용품,수동식 식품 가공기기 및 금속 주방용기 제조업 외 1 종,인천광역시 서구 검단천로356번길 8 (오류동),032-564-5757,032-563-9236,2021-06-30,,
755,(주)신영에스앤씨,주물사,그 외 기타 분류 안된 비금속 광물제품 제조업,"인천광역시 서구 원전로 60 (경서동, 신영산업 2동)",032-561-4447,032-561-6682,2021-06-30,,
756,(주)신영이엔지,화장품 용기,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","인천광역시 서구 가정로47번길 4, 비동 2층 201 (가좌동)",070-4244-5988,070-8840-5989,2021-06-30,,
757,(주)신영인더스트리,"욕실용품, 수건걸이, 휴지걸이",일반철물 제조업,인천광역시 서구 검단로326번길 35-71 (왕길동),032-567-1701,032-567-1702,2021-06-30,,
758,(주)신우계측기,"온도계, 압력계","물질 검사, 측정 및 분석기구 제조업","인천광역시 서구 거북로 17, 가동 6층 602호 (석남동, 인천테크피아)",032-521-2453,032-521-2454,2021-06-30,,
759,(주)신우베스틸,핫패드,금속류 원료 재생업 외 2 종,"인천광역시 서구 호두산로 128 (경서동, 공장 2동)",032-561-0047,032-561-0048,2021-06-30,,
760,(주)신우베스틸,마스크,기타 직물제품 제조업,인천광역시 서구 사렴로32번길 24 (경서동) (2공장),032-561-0047,032-561-0048,2021-06-30,,
761,(주)신원건영,문틀 및 샷시,"금속 문, 창, 셔터 및 관련제품 제조업","인천광역시 서구 백범로 681, 스마트테크노타워 507호 (가좌동)",032-872-5804,032-872-8606,2021-06-30,,
762,(주)신원레이킹,주방용 자외선 소독기,금속 위생용품 제조업,"인천광역시 서구 가재울로 112, 104호, 105호 (가좌동)",032-576-0270,032-576-0271,2021-06-30,,
763,(주)신유,목재칩,표면 가공 목재 및 특정 목적용 제재목 제조업,인천광역시 서구 건지로 45-41 (석남동),032-571-4572,032-571-4573,2021-06-30,,
764,(주)신일다이캐스팅,정수기부품,그 외 금속 압형제품 제조업,"인천광역시 서구 보듬8로 31, A동 (오류동)",032-563-2703,032-563-2705,2021-06-30,,
765,(주)신정캐스팅,선철 주물제품,선철주물 주조업,인천광역시 서구 마중1로 27 (오류동),032-715-5393,032-715-5395,2021-06-30,,
766,(주)신진티엔씨,부동산임대,비주거용 건물 임대업 외 1 종,"인천광역시 서구 백범로 633 (가좌동, 마동)",032-573-9051,032-573-0783,2021-06-30,,
767,(주)신한메탈,밸브,"탭, 밸브 및 유사장치 제조업",인천광역시 서구 원전로37번길 12-3 (경서동),032-568-7717,032-568-7718,2021-06-30,,
768,(주)신한메탈 인천지점,관이음쇠,"탭, 밸브 및 유사장치 제조업",인천광역시 서구 원전로69번길 45 (경서동),032-568-7720,032-568-7718,2021-06-30,,
769,(주)신한메탈 인천지점2,배관자재,주철관 제조업,인천광역시 서구 사렴로53번길 4 (경서동),032-561-1802,032-561-1813,2021-06-30,,
770,(주)신한엘메트,텅스텐선,전구 및 램프 제조업,인천광역시 서구 가재울로32번길 32 (가좌동),032-575-5639,032-575-5641,2021-06-30,,
771,(주)신한티앤에스,목재,일반 제재업,인천광역시 서구 염곡로 118 (가좌동),032-575-8001,032-575-4848,2021-06-30,,
772,(주)신화모터스,전기오토바이,모터사이클 제조업,"인천광역시 서구 백범로 681, 스마트테크노타워 2005호 (가좌동)",070-8881-2875,032-575-2033,2021-06-30,,
773,(주)신화산업,목재가구,기타 목재가구 제조업,인천광역시 서구 북항로31번길 18 (석남동),032-584-0571,032-584-0576,2021-06-30,,
774,(주)신흥아키텍,설계시공상세도,건축설계 및 관련 서비스업,"인천광역시 서구 가좌로 54, 6층 611호 주안BT센터2차 (가좌동)",070-4134-7185,032-232-0991,2021-06-30,,
775,(주)실리락,실리콘 주방제품,포장용 플라스틱 성형용기 제조업,"인천광역시 서구 가정로38번길 18, 2층 19 (가좌동, 영창테크노타운)",070-4918-4620,032-502-0963,2021-06-30,,
776,(주)실리캠,고무제품,그 외 기타 고무제품 제조업,인천광역시 서구 가정로8번길 1 (가좌동),032-581-2141,032-581-2136,2021-06-30,,
777,(주)심팩,금속조립구조재,금속 성형기계 제조업,인천광역시 서구 오류동 1616-7번지 외 2필지,032-510-0025,032-524-0587,2021-06-30,,
778,(주)심팩인더스트리,감속기 기어 가공,기어 및 동력전달장치 제조업,인천광역시 서구 가좌로 64 (가좌동),032-590-8815,032-574-7714,2021-06-30,,
779,(주)심팩인더스트리 가좌공장,감속기외,그 외 기타 특수목적용 기계 제조업 외 1 종,인천광역시 서구 건지로 124 (가좌동) 외 1필지,032-590-8815,032-574-7714,2021-06-30,,
780,(주)심팩주물 가좌공장,주물소재(공작기계 부품 등),금속 절삭기계 제조업,인천광역시 서구 가좌로 64 (가좌동),032-590-8815,032-574-7714,2021-06-30,,
781,(주)심팩홀딩스,금속조립구조재 제조업,금속 성형기계 제조업,인천광역시 서구 누리로 39 (오류동),032-590-2020,032-590-2070,2021-06-30,,
782,(주)써키트라인,PCB,경성 인쇄회로기판 제조업,인천광역시 서구 건지로 120-11 (가좌동),032-576-3670,032-576-3672,2021-06-30,,
783,(주)써키트솔루션,인쇄회로기판,경성 인쇄회로기판 제조업,"인천광역시 서구 봉수대로277번길 5 (석남동, 석남동공장)",032-574-0300,032-574-0306,2021-06-30,,
784,(주)썬광이앤씨,태앙광발전장치 구조물,전동기 및 발전기 제조업,"인천광역시 서구 원전로69번길 4, 제2공장 214호 (경서동)",032-565-6623,032-565-6624,2021-06-30,,
785,(주)썬앤드원,"아케이드게임기, 자동판매기, 휴대폰살균충전기",영상게임기 제조업 외 3 종,"인천광역시 서구 봉수대로 513-6, 에이동 1층 (원창동)",032-574-3853,032-574-3854,2021-06-30,,
786,(주)썬코리아,"전기온수기, 전기보일러",산업용 난방보일러 및 방열기 제조업,인천광역시 서구 길무로177번길 15 (오류동),15667887,032-564-2371,2021-06-30,,
787,(주)썬플라텍,화장품케이스,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",인천광역시 서구 건지로 133 (석남동),032-683-7095,032-579-7094,2021-06-30,,
788,(주)썬필코리아,"필터, 동선, 마스크",액체 여과기 제조업 외 1 종,인천광역시 서구 정서진7로 8 (오류동),032-565-6614,032-565-6615,2021-06-30,,
789,(주)쎄븐스타,프라이팬 등(금속주방용기),수동식 식품 가공기기 및 금속 주방용기 제조업,"인천광역시 서구 원당대로301번길 36 (왕길동, (주)에스엘엠)",032-569-5891,032-567-7732,2021-06-30,,
790,(주)쏠트,만능재료 시험기,"물질 검사, 측정 및 분석기구 제조업","인천광역시 서구 백범로 681, (가좌동541-1)스마트테크노타워 3층 315호 (가좌동)",,032-777-5586,2021-06-30,,
791,(주)쓰리디에스코즈텍,화장품,화장품 제조업,인천광역시 서구 도담로 117 (오류동),032-565-6246,032-565-1713,2021-06-30,,
792,(주)쓰리에스이엔씨,밸브,"탭, 밸브 및 유사장치 제조업",인천광역시 서구 원전로 54 (경서동) 제3공장 6동 509호,032-715-4302,032-715-4303,2021-06-30,,
793,(주)쓰리이 외 1개사,공장임대,비주거용 건물 임대업,인천광역시 서구 마중로 83 (오류동),,,2021-06-30,,
794,(주)씨노텍,산업처리공정 제어장비,산업처리공정 제어장비 제조업 외 4 종,"인천광역시 서구 가석로 30, 9층 902,903 (가좌동)",032-715-6050,032-715-6611,2021-06-30,,
795,(주)씨아이텍,인쇄회로기판,경성 인쇄회로기판 제조업,인천광역시 서구 가정로77번길 50-11 (가좌동),032-571-0766,032-571-0764,2021-06-30,,
796,(주)씨아이티티,"전동기,권상기, 송풍기",유압기기 제조업 외 2 종,인천광역시 서구 보듬3로 19 (오류동),032-816-9161,032-816-9165,2021-06-30,,
797,(주)씨알,"목재도장처리, 칼라보드","목재 보존, 방부처리, 도장 및 유사 처리업","인천광역시 서구 봉수대로 206, 나동 1층 일부 (가좌동)",032-715-5529,070-8220-4300,2021-06-30,,
798,(주)씨알코리아,공기조화기,공기 조화장치 제조업,"인천광역시 서구 가좌로29번길 22, IBC센터 701호 (가좌동)",070-7008-1257,070-7008-1287,2021-06-30,,
799,(주)씨앤와이테크,"LED조명등, LED조명제어장치",일반용 전기 조명장치 제조업 외 1 종,인천광역시 서구 봉수대로501번길 42-1 (원창동),032-212-0693,032-212-0965,2021-06-30,,
800,(주)씨앤제이,수문권양기제조 외 ,산업용 송풍기 및 배기장치 제조업 외 17 종,인천광역시 서구 보듬3로 15 (오류동),032-837-5181,032-837-5180,2021-06-30,,
801,(주)씨에스이엔엘,LED 한지등,일반용 전기 조명장치 제조업,인천광역시 서구 정서진로 410 (오류동) 환경산업연구단지 D222호,070-7782-5993,032-822-5993,2021-06-30,,
802,(주)씨에이치티,냉열기부품,산업용 냉장 및 냉동 장비 제조업,인천광역시 서구 가정로38번길 10 (가좌동),032-579-1023,032-579-1024,2021-06-30,,
803,(주)씨엔아이,건설샤시앙카브라켓,일반철물 제조업,인천광역시 서구 길주로45번길 16 (석남동),070-8259-3001,032-666-6435,2021-06-30,,
804,(주)씨엔전자,"포토 마스크,윈도우필름, 핸드폰케이스",그 외 기타 전자부품 제조업 외 1 종,인천광역시 서구 백범로 687 (가좌동),032-575-8591,032-575-8596,2021-06-30,,
805,(주)씨엔전자 지식,지식산업센터,비주거용 건물 개발 및 공급업 외 4 종,"인천광역시 서구 백범로 681, 스마트테크노타워 (가좌동)",032-575-8591,032-575-8596,2021-06-30,,
806,(주)씨와이,"정수기부품, 화장품케이스",도금업 외 1 종,"인천광역시 서구 가람로 14, 4층 인천표면처리센터 코아텍 417호 (오류동)",032-584-0027,032-584-0201,2021-06-30,,
807,(주)씨와이미트,"돈육, 우육가공업",육류 기타 가공 및 저장처리업 (가금류 제외),인천광역시 서구 소담로 19 (금곡동),032-715-8160,032-715-8157,2021-06-30,,
808,(주)씨와이테크,"정수기부품, 화장품CASE",도금업 외 1 종,"인천광역시 서구 가람로 14, 지식산업센터 416호 (오류동)",032-584-0027,032-584-0201,2021-06-30,,
809,(주)씨제이아이,"자동화가계, 컨베이어장치, 산업기계설치",기타 물품 취급장비 제조업,인천광역시 서구 누리1로 29 (오류동),032-566-3376,032-566-3354,2021-06-30,,
